Província,Tipus de fet,Àmbit fet,Sexe,Edat,Nombre víctimes,Date,Municipi_clean,Comarca_clean,Rol_autor,Rol_victima
barcelona,delicte,etnic/origen nacional/origen racial,home,20,1,2022-05-01,olesa de montserrat,baix llobregat,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,37,1,2022-05-01,olesa de montserrat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,15,1,2022-05-01,olesa de montserrat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,16,1,2022-05-01,olesa de montserrat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,54,1,2022-05-01,olesa de montserrat,baix llobregat,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,44,1,2022-05-01,resta municipis,tarragones,False,True
girona,delicte,etnic/origen nacional/origen racial,dona,13,1,2022-05-01,girona,girones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,14,1,2022-05-01,resta municipis,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,home,14,1,2022-05-01,resta municipis,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,14,1,2022-05-01,resta municipis,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,13,1,2022-05-01,resta municipis,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,home,49,1,2022-05-01,resta municipis,tarragones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,18,1,2022-05-01,resta municipis,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,23,1,2022-05-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,13,1,2022-05-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,40,1,2022-05-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,54,1,2022-05-01,resta municipis,valles occidental,False,True
tarragona,delicte,lgtbi fobia,dona,53,1,2022-05-01,cambrils,baix camp,False,True
tarragona,delicte,lgtbi fobia,home,14,1,2022-05-01,cambrils,baix camp,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,16,1,2022-05-01,cambrils,baix camp,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,18,1,2022-05-01,resta municipis,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,45,1,2022-05-01,resta municipis,bages,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,64,1,2022-05-01,resta municipis,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,51,1,2022-05-01,barcelona,barcelones,True,False
girona,delicte,lgtbi fobia,home,15,1,2022-05-01,resta municipis,girones,True,False
barcelona,delicte,lgtbi fobia,home,15,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,45,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,62,1,2022-05-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,15,1,2022-05-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,24,1,2022-05-01,vilanova i la geltru,garraf,False,True
girona,delicte,etnic/origen nacional/origen racial,home,59,1,2022-05-01,sant feliu de guixols,baix emporda,True,False
barcelona,delicte,orientacio politica,home,33,1,2022-05-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,41,1,2022-05-01,vilanova i la geltru,garraf,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,21,1,2022-05-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,48,1,2022-05-01,resta municipis,osona,False,True
tarragona,altres,lgtbi fobia,dona,37,1,2022-05-01,resta municipis,tarragones,False,True
tarragona,altres,lgtbi fobia,dona,16,1,2022-05-01,resta municipis,tarragones,True,False
tarragona,altres,lgtbi fobia,dona,17,1,2022-05-01,resta municipis,tarragones,False,True
tarragona,altres,lgtbi fobia,home,14,1,2022-05-01,resta municipis,tarragones,True,False
tarragona,altres,lgtbi fobia,home,21,1,2022-05-01,resta municipis,tarragones,False,True
tarragona,altres,lgtbi fobia,home,12,1,2022-05-01,resta municipis,tarragones,False,True
tarragona,altres,lgtbi fobia,home,13,1,2022-05-01,resta municipis,tarragones,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2022-05-01,barcelona,barcelones,True,False
girona,delicte,lgtbi fobia,home,12,1,2022-05-01,resta municipis,girones,True,False
girona,delicte,etnic/origen nacional/origen racial,home,12,1,2022-05-01,resta municipis,girones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,13,1,2022-05-01,sant vicenc dels horts,baix llobregat,True,False
barcelona,delicte,orientacio politica,home,45,1,2022-05-01,sant vicenc dels horts,baix llobregat,True,False
tarragona,delicte,etnic/origen nacional/origen racial,home,38,1,2022-05-01,salou,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,42,1,2022-05-01,salou,tarragones,False,True
tarragona,delicte,lgtbi fobia,dona,51,1,2022-05-01,salou,tarragones,False,True
tarragona,delicte,lgtbi fobia,home,70,1,2022-05-01,salou,tarragones,True,False
tarragona,delicte,lgtbi fobia,dona,26,1,2022-05-01,salou,tarragones,False,True
barcelona,delicte,lgtbi fobia,home,41,1,2022-05-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,34,1,2022-05-01,terrassa,valles occidental,True,False
barcelona,delicte,antisemita,home,22,1,2022-05-01,terrassa,valles occidental,True,False
barcelona,delicte,antisemita,dona,33,1,2022-05-01,terrassa,valles occidental,False,True
barcelona,delicte,antisemita,dona,30,1,2022-05-01,montcada i reixac,valles occidental,True,False
barcelona,delicte,antisemita,home,34,1,2022-05-01,montcada i reixac,valles occidental,False,True
barcelona,altres,lgtbi fobia,dona,77,1,2022-05-01,barcelona,barcelones,True,False
barcelona,altres,lgtbi fobia,dona,32,1,2022-05-01,premia de mar,maresme,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,13,1,2022-05-01,reus,baix camp,True,False
tarragona,delicte,orientacio politica,home,18,1,2022-05-01,reus,baix camp,True,False
girona,delicte,islamofobia,home,50,1,2023-04-01,resta municipis,alt emporda,False,True
girona,delicte,etnic/origen nacional/origen racial,home,17,1,2022-05-01,girona,girones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,17,1,2022-05-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,68,1,2022-05-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,42,1,2022-05-01,badalona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,47,1,2022-05-01,badalona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,41,1,2022-05-01,badalona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,47,1,2022-05-01,badalona,barcelones,False,True
girona,delicte,lgtbi fobia,home,35,1,2022-05-01,resta municipis,girones,False,True
girona,delicte,lgtbi fobia,home,44,1,2022-05-01,resta municipis,girones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,48,1,2022-05-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,48,1,2022-05-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,27,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,34,1,2022-05-01,manresa,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,37,1,2022-05-01,manresa,bages,True,False
barcelona,delicte,lgtbi fobia,home,52,1,2022-05-01,manresa,bages,True,False
barcelona,delicte,lgtbi fobia,home,14,1,2022-05-01,manresa,bages,False,True
barcelona,delicte,lgtbi fobia,dona,38,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,28,1,2022-05-01,ripollet,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,11,1,2022-05-01,ripollet,valles occidental,True,False
barcelona,altres,lgtbi fobia,dona,12,1,2022-05-01,premia de mar,maresme,True,False
barcelona,altres,lgtbi fobia,home,29,1,2022-05-01,premia de mar,maresme,False,True
barcelona,altres,lgtbi fobia,home,36,1,2022-05-01,premia de mar,maresme,False,True
lleida,delicte,lgtbi fobia,home,20,1,2022-05-01,resta municipis,urgell,False,True
barcelona,delicte,lgtbi fobia,home,17,1,2022-05-01,terrassa,valles occidental,True,False
barcelona,delicte,orientacio politica,home,77,1,2022-05-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,69,1,2022-05-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,45,1,2022-05-01,terrassa,valles occidental,True,False
lleida,delicte,lgtbi fobia,home,73,1,2022-05-01,lleida,segria,False,True
lleida,delicte,lgtbi fobia,dona,41,1,2022-05-01,lleida,segria,False,True
lleida,delicte,lgtbi fobia,home,15,1,2022-05-01,lleida,segria,False,True
lleida,delicte,lgtbi fobia,dona,14,1,2022-05-01,resta municipis,alta ribagorca,False,True
tarragona,delicte,lgtbi fobia,home,13,1,2022-05-01,resta municipis,baix ebre,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,50,1,2022-05-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,42,1,2022-05-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,17,1,2022-05-01,resta municipis,baix ebre,True,False
tarragona,delicte,lgtbi fobia,home,30,1,2022-05-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,dona,49,1,2022-05-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,13,1,2022-05-01,resta municipis,baix ebre,True,False
tarragona,delicte,lgtbi fobia,home,15,1,2022-05-01,resta municipis,baix ebre,True,False
tarragona,delicte,lgtbi fobia,home,15,1,2022-05-01,resta municipis,baix ebre,True,False
tarragona,delicte,lgtbi fobia,home,12,1,2022-05-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,14,1,2022-05-01,resta municipis,baix ebre,True,False
tarragona,delicte,lgtbi fobia,home,14,1,2022-05-01,resta municipis,baix ebre,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2022-05-01,barcelona,barcelones,True,False
girona,delicte,lgtbi fobia,home,14,1,2022-05-01,resta municipis,girones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,14,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,13,1,2022-05-01,gava,baix llobregat,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,15,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,islamofobia,home,48,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,44,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,38,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,31,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,50,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,23,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,32,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,36,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,40,1,2022-05-01,igualada,anoia,True,False
barcelona,delicte,lgtbi fobia,dona,38,1,2022-05-01,mataro,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,38,1,2022-05-01,mataro,maresme,True,False
barcelona,delicte,lgtbi fobia,home,27,1,2022-05-01,mataro,maresme,False,True
barcelona,delicte,lgtbi fobia,home,30,1,2022-05-01,mataro,maresme,True,False
barcelona,delicte,lgtbi fobia,home,32,1,2022-05-01,mataro,maresme,True,False
barcelona,delicte,lgtbi fobia,home,34,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,25,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,18,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,50,1,2022-05-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,14,1,2022-05-01,terrassa,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,57,1,2022-05-01,resta municipis,osona,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,34,1,2022-05-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,25,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,52,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,dona,55,1,2022-05-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,56,1,2022-05-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,53,1,2022-05-01,igualada,anoia,False,True
barcelona,delicte,orientacio politica,home,67,1,2022-05-01,igualada,anoia,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,26,1,2022-05-01,igualada,anoia,True,False
lleida,delicte,etnic/origen nacional/origen racial,dona,30,1,2022-05-01,lleida,segria,True,False
lleida,delicte,etnic/origen nacional/origen racial,home,25,1,2022-05-01,lleida,segria,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,61,1,2022-06-01,sant adria de besos,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,37,1,2022-06-01,sant adria de besos,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,15,1,2022-06-01,sant adria de besos,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,67,1,2022-06-01,sant adria de besos,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,27,1,2022-06-01,resta municipis,anoia,False,True
barcelona,delicte,lgtbi fobia,home,19,1,2022-06-01,resta municipis,anoia,False,True
barcelona,delicte,lgtbi fobia,home,18,1,2022-06-01,resta municipis,anoia,True,False
barcelona,delicte,lgtbi fobia,home,17,1,2022-06-01,resta municipis,osona,True,False
barcelona,delicte,lgtbi fobia,home,17,1,2022-06-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,21,1,2022-06-01,parets del valles,valles oriental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,20,1,2022-06-01,olesa de montserrat,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,dona,17,1,2022-06-01,olesa de montserrat,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,home,34,1,2022-06-01,olesa de montserrat,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,dona,47,1,2022-06-01,olesa de montserrat,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,home,43,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,12,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,40,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,45,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,18,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,17,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,63,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,46,1,2022-06-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,13,1,2022-06-01,hospitalet de llobregat,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,23,1,2022-06-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,48,1,2022-06-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,13,1,2022-06-01,barcelona,barcelones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,12,1,2022-06-01,salou,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,40,1,2022-06-01,salou,tarragones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,32,1,2022-06-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,21,1,2022-06-01,terrassa,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,33,1,2022-06-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,44,1,2022-06-01,terrassa,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,28,1,2022-06-01,terrassa,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,13,1,2022-06-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,15,1,2022-06-01,santa coloma de gramenet,barcelones,True,False
barcelona,delicte,orientacio politica,home,15,1,2022-06-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,orientacio politica,home,12,1,2022-06-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,orientacio politica,home,54,1,2022-06-01,santa coloma de gramenet,barcelones,True,False
barcelona,delicte,orientacio politica,dona,48,1,2022-06-01,montcada i reixac,valles occidental,False,True
barcelona,delicte,orientacio politica,home,46,1,2022-06-01,montcada i reixac,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,58,1,2022-06-01,montcada i reixac,valles occidental,False,True
